Random waveform, supplied seed
Total number of intervals = 75 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333)
Average QPS expected = 51482
Timestamp start: 1715439272616
Timestamp end: 1715440173187

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      376.8   315.2   160.7   227.8   246.0   365.8   403.9   422.6   434.3   450.6   468.2   503.8   617.9  4190.5 12848.6  10702.3    10652
read      367.0   163.6   148.8   216.4   232.5   345.9   401.1   432.6   456.5   485.2   524.5   586.5   724.9  1056.2  5754.6  98048.4    98119
read      379.1   199.8   148.8   215.0   230.2   345.5   417.5   460.9   494.2   533.1   575.7   628.7   740.2  1138.2  7878.8  48144.9    48176
read      377.4   204.3   160.7   214.6   229.4   341.8   421.8   466.8   498.2   532.2   569.2   616.5   715.1  1253.5  8550.1  34959.4    34929
read      369.9   185.8   160.7   213.4   228.8   342.5   405.6   442.3   469.4   503.4   546.7   607.1   733.2  1222.7  7668.8  69771.3    69735
read      382.0   242.6   148.8   220.3   236.2   363.9   434.4   463.8   483.7   504.9   533.7   574.5   659.9  2403.6 11435.7  20795.2    20753
read      366.6   170.3   148.8   213.0   228.5   340.9   401.3   435.5   461.6   493.6   536.2   599.1   739.1  1303.6  5463.7  84545.1    84642
read      371.0   189.8   148.8   212.7   227.8   338.0   409.0   452.0   482.9   519.0   559.7   610.2   710.8  1306.3  7309.0  42219.6    42333

Total QPS = 51481.5 (46333336 / 900.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 11444334239 bytes :   12.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.97%,50.25%,100.00%
