Random waveform, supplied seed
Total number of intervals = 75 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333)
Average QPS expected = 51482
Timestamp start: 1715438301716
Timestamp end: 1715439202177

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      374.4   384.6   160.7   233.0   254.8   348.7   378.9   395.4   406.4   422.5   440.6   481.3   733.2  5378.5 13989.6   7439.5     7434
read      391.8   378.3   160.7   211.1   226.3   340.6   407.9   450.6   483.7   525.8   578.8   661.2  1124.3  4490.8 11484.6  67231.6    67201
read      394.6   344.4   148.8   211.5   227.6   346.2   411.4   451.6   483.1   523.8   577.4   667.5  1298.9  3344.3 13286.7  85940.5    85927
read      390.7   502.5   148.8   210.1   225.3   340.0   408.5   451.5   485.0   527.4   580.4   658.1   884.6  4743.0 20679.5  64059.4    63953
read      408.5   724.2   160.7   209.5   224.4   343.3   430.9   476.7   508.9   543.1   583.8   646.3   966.3  8609.4 30193.0  31504.8    31595
read      382.4   230.1   148.8   212.8   229.2   347.7   412.6   451.7   482.0   521.0   572.9   655.7   854.8  1626.0  7986.7  87758.5    87879
read      369.0   373.3   160.7   230.3   252.6   344.6   373.9   390.5   400.9   416.0   433.5   469.2   663.9  4520.6 14641.6   7299.1     7287
read      375.5   257.1   148.8   208.8   223.9   335.5   402.9   445.8   478.7   520.5   571.7   640.3   801.5  2068.8  9944.3  62215.1    62295
read      373.8   514.6   173.5   232.3   254.7   338.4   366.6   382.2   393.7   405.6   427.5   467.7   840.1  8179.9 20159.0   6572.8     6561
read      393.0   361.0   160.7   213.8   229.1   358.8   440.3   478.2   504.6   532.6   564.8   611.9   747.3  3260.0 14689.6  22522.9    22532
read      379.6   187.5   148.8   212.3   228.2   348.4   416.2   456.4   487.4   525.4   572.3   638.2   778.6  1514.5  5730.9  60564.3    60653
read      456.2   382.3   160.7   217.2   234.1   364.9   446.4   503.0   547.7   608.0   711.6  1047.6  1809.9  3466.1 11320.7  59069.0    59076
read      390.6   217.6   160.7   213.9   229.2   348.7   424.3   469.5   505.3   546.0   597.1   681.9   875.8  1864.7  7741.8  60151.1    60154
read      396.3   317.5   160.7   216.1   230.8   360.1   441.3   483.2   512.0   541.9   578.3   631.8   784.4  3857.0 12950.6  23024.3    22964
read      382.8   489.5   160.7   231.1   251.6   353.9   387.1   403.7   417.3   431.3   453.4   493.5   679.5  7671.7 17781.8   8208.8     8172
