timestamp,core_1,core_2,core_3,core_4
1715521001.245,0.0,0.0,0.0,0.0
1715521001.496,3.8,0.0,0.0,0.0
1715521001.746,7.4,0.0,0.0,0.0
1715521001.997,0.0,0.0,0.0,0.0
1715521002.247,0.0,0.0,0.0,0.0
1715521002.498,0.0,0.0,0.0,0.0
1715521002.749,0.0,0.0,0.0,0.0
1715521002.999,0.0,3.8,0.0,0.0
1715521003.25,0.0,0.0,0.0,0.0
1715521003.5,3.8,0.0,0.0,0.0
1715521003.751,0.0,0.0,0.0,4.0
1715521004.001,3.8,0.0,0.0,0.0
1715521004.252,0.0,0.0,0.0,0.0
1715521004.502,0.0,0.0,0.0,0.0
1715521004.753,0.0,0.0,0.0,0.0
1715521005.004,0.0,0.0,0.0,0.0
1715521005.254,7.7,4.0,0.0,0.0
1715521005.505,23.3,3.8,7.7,0.0
1715521005.755,17.9,7.7,4.0,4.0
1715521006.006,36.1,10.7,7.4,0.0
1715521006.256,23.3,7.7,0.0,0.0
1715521006.507,14.8,4.0,3.8,0.0
1715521006.757,17.9,0.0,4.0,4.0
1715521007.008,29.0,7.7,0.0,0.0
1715521007.259,30.3,7.4,7.7,0.0
1715521007.509,23.3,11.1,0.0,0.0
1715521007.76,25.8,11.1,4.0,7.4
1715521008.01,26.7,0.0,7.4,0.0
1715521008.261,23.3,3.8,0.0,0.0
1715521008.511,17.9,4.0,4.0,0.0
1715521008.762,17.9,3.8,3.8,0.0
1715521009.012,28.1,4.0,0.0,3.8
1715521009.263,15.4,4.0,0.0,0.0
1715521009.513,17.9,0.0,0.0,0.0
1715521009.764,26.7,11.5,4.0,0.0
1715521010.014,14.8,0.0,4.0,3.8
1715521010.265,11.5,4.0,4.0,4.0
1715521010.516,0.0,0.0,0.0,0.0
1715521010.766,0.0,3.8,0.0,0.0
1715521011.017,0.0,0.0,0.0,0.0
1715521011.267,0.0,0.0,0.0,0.0
1715521011.518,0.0,0.0,0.0,0.0
1715521011.768,0.0,0.0,0.0,0.0
1715521012.019,0.0,0.0,0.0,0.0
1715521012.269,18.5,0.0,0.0,0.0
1715521012.52,22.2,0.0,4.0,0.0
1715521012.771,18.5,0.0,4.0,0.0
1715521013.021,32.3,13.8,4.0,4.0
1715521013.272,19.2,0.0,0.0,0.0
1715521013.522,21.4,4.0,0.0,0.0
1715521013.773,27.6,4.0,11.1,4.0
1715521014.023,25.0,7.7,0.0,0.0
1715521014.274,26.7,4.0,0.0,0.0
1715521014.524,19.2,4.0,4.0,0.0
1715521014.775,22.2,0.0,4.0,0.0
1715521015.025,26.7,7.7,3.8,0.0
1715521015.276,25.0,4.0,4.0,4.0
1715521015.527,25.0,7.7,0.0,0.0
1715521015.777,27.6,7.7,4.0,0.0
1715521016.028,18.5,4.0,7.7,3.8
1715521016.278,22.2,0.0,4.0,0.0
1715521016.529,4.5,0.0,0.0,0.0
1715521016.779,16.0,4.0,7.7,3.8
1715521017.03,30.0,4.0,0.0,4.0
1715521017.28,7.7,0.0,0.0,4.0
1715521017.531,0.0,0.0,0.0,0.0
1715521017.781,0.0,0.0,0.0,3.8
1715521018.032,0.0,0.0,0.0,0.0
1715521018.283,0.0,0.0,0.0,0.0
1715521018.533,0.0,0.0,0.0,0.0
1715521018.784,0.0,0.0,0.0,0.0
1715521019.034,21.4,14.3,4.0,0.0
1715521019.285,28.6,0.0,7.7,0.0
1715521019.535,25.9,8.0,0.0,0.0
1715521019.786,24.0,4.0,7.7,0.0
1715521020.036,35.5,14.8,11.1,7.7
1715521020.287,28.6,4.0,0.0,0.0
1715521020.538,16.7,4.0,0.0,0.0
1715521020.788,13.0,0.0,0.0,0.0
1715521021.039,16.7,4.2,0.0,7.7
1715521021.289,26.9,0.0,4.0,0.0
1715521021.54,31.0,7.7,4.0,4.2
1715521021.79,28.6,8.0,4.2,0.0
1715521022.041,32.1,0.0,4.0,4.0
1715521022.291,25.9,4.0,0.0,0.0
1715521022.542,25.9,0.0,4.0,4.2
1715521022.793,25.9,8.0,7.7,4.0
1715521023.043,35.5,0.0,0.0,0.0
1715521023.294,25.9,0.0,0.0,4.0
1715521023.544,23.1,0.0,0.0,0.0
1715521023.795,24.0,8.0,0.0,0.0
1715521024.045,12.0,0.0,0.0,0.0
1715521024.296,0.0,0.0,0.0,0.0
1715521024.546,0.0,0.0,0.0,0.0
