timestamp,core_1,core_2,core_3,core_4
1715520712.304,0.0,0.0,0.0,0.0
1715520712.555,0.0,0.0,0.0,0.0
1715520712.805,3.8,0.0,0.0,3.8
1715520713.056,0.0,0.0,3.8,0.0
1715520713.306,0.0,0.0,0.0,0.0
1715520713.557,0.0,0.0,0.0,0.0
1715520713.807,4.0,0.0,0.0,0.0
1715520714.058,0.0,3.8,0.0,3.8
1715520714.308,0.0,0.0,0.0,0.0
1715520714.559,0.0,0.0,0.0,0.0
1715520714.809,3.8,0.0,0.0,0.0
1715520715.06,0.0,0.0,4.0,0.0
1715520715.311,0.0,0.0,0.0,0.0
1715520715.561,0.0,4.0,0.0,4.0
1715520715.812,0.0,3.8,0.0,0.0
1715520716.062,7.7,11.1,7.4,0.0
1715520716.313,20.0,14.3,7.7,7.7
1715520716.563,23.3,14.8,4.0,4.0
1715520716.814,17.2,11.1,10.7,4.0
1715520717.064,14.8,14.8,11.1,3.8
1715520717.315,11.1,11.1,3.8,0.0
1715520717.566,4.0,7.7,0.0,0.0
1715520717.816,11.5,11.5,4.0,0.0
1715520718.067,14.8,11.1,3.8,0.0
1715520718.317,7.7,8.0,4.0,0.0
1715520718.568,11.1,14.3,0.0,0.0
1715520718.818,8.0,0.0,4.0,4.0
1715520719.069,11.1,14.3,0.0,3.8
1715520719.319,4.2,4.2,7.7,0.0
1715520719.57,8.0,11.5,4.0,0.0
1715520719.82,11.1,11.1,7.7,0.0
1715520720.071,14.8,4.2,3.8,0.0
1715520720.321,11.5,17.2,4.0,4.0
1715520720.572,20.0,17.9,14.3,0.0
1715520720.822,4.2,11.1,7.4,3.8
1715520721.073,11.1,14.8,7.7,7.7
1715520721.324,0.0,0.0,0.0,0.0
1715520721.574,0.0,0.0,0.0,0.0
1715520721.825,0.0,0.0,0.0,0.0
1715520722.075,0.0,0.0,0.0,0.0
1715520722.326,0.0,0.0,0.0,0.0
1715520722.576,3.8,3.8,0.0,0.0
1715520722.827,0.0,0.0,0.0,0.0
