timestamp,core_1,core_2,core_3,core_4
1715521252.693,0.0,0.0,0.0,0.0
1715521252.944,0.0,4.0,0.0,0.0
1715521253.194,0.0,0.0,0.0,0.0
1715521253.445,0.0,0.0,0.0,0.0
1715521253.695,0.0,0.0,0.0,0.0
1715521253.946,0.0,0.0,0.0,0.0
1715521254.197,0.0,0.0,0.0,0.0
1715521254.447,0.0,0.0,0.0,0.0
1715521254.698,0.0,0.0,0.0,0.0
1715521254.948,0.0,0.0,0.0,0.0
1715521255.199,0.0,0.0,0.0,0.0
1715521255.45,4.0,0.0,4.0,3.8
1715521255.7,0.0,0.0,0.0,0.0
1715521255.951,3.8,0.0,0.0,0.0
1715521256.201,0.0,0.0,0.0,0.0
1715521256.452,0.0,0.0,0.0,0.0
1715521256.702,4.0,0.0,0.0,0.0
1715521256.953,0.0,0.0,0.0,3.8
1715521257.203,4.0,7.7,0.0,3.8
1715521257.454,7.7,4.0,4.0,0.0
1715521257.705,14.8,7.7,10.7,7.4
1715521257.955,14.3,8.0,4.0,0.0
1715521258.206,14.8,20.0,7.7,4.0
1715521258.456,14.3,11.5,0.0,0.0
1715521258.707,11.5,11.1,4.0,4.0
1715521258.957,14.3,11.5,7.4,0.0
1715521259.208,11.5,20.0,11.1,4.0
1715521259.458,11.1,14.8,7.7,0.0
1715521259.709,14.8,17.2,7.7,0.0
1715521259.959,11.5,14.8,7.7,4.0
1715521260.21,23.3,20.7,4.0,4.2
1715521260.46,14.8,14.8,7.4,3.8
1715521260.711,4.0,17.2,7.7,4.0
1715521260.962,28.1,20.7,17.2,0.0
1715521261.212,20.7,23.3,7.4,7.7
1715521261.462,17.2,20.7,4.0,0.0
1715521261.713,17.9,17.2,7.7,4.0
1715521261.964,17.9,20.7,14.3,0.0
1715521262.214,7.7,4.2,11.1,0.0
1715521262.465,0.0,0.0,0.0,0.0
1715521262.715,0.0,3.8,3.8,0.0
1715521262.966,0.0,0.0,3.8,0.0
1715521263.216,0.0,0.0,0.0,0.0
1715521263.467,0.0,0.0,0.0,0.0
1715521263.717,3.8,0.0,0.0,0.0
1715521263.968,0.0,4.0,0.0,3.8
1715521264.219,18.5,17.9,0.0,0.0
1715521264.469,28.1,18.5,17.9,4.0
1715521264.72,18.5,17.9,11.1,4.2
1715521264.97,20.7,21.4,14.3,0.0
1715521265.221,21.4,17.9,14.3,4.0
1715521265.471,20.7,21.4,14.3,0.0
1715521265.722,23.3,20.7,17.2,4.2
1715521265.972,21.4,21.4,14.3,14.3
1715521266.223,8.0,24.1,7.7,8.0
1715521266.474,29.0,17.9,14.3,0.0
1715521266.724,14.8,18.5,7.7,4.0
1715521266.975,24.1,17.9,11.1,7.7
1715521267.225,25.8,14.8,20.0,0.0
1715521267.476,15.4,15.4,7.7,0.0
1715521267.726,14.8,18.5,11.1,0.0
1715521267.977,26.7,20.7,4.0,7.7
1715521268.228,17.9,24.1,7.7,4.0
1715521268.478,24.1,14.8,7.7,4.0
1715521268.729,17.9,31.3,11.1,0.0
1715521268.979,12.0,12.0,11.1,7.7
1715521269.23,3.8,0.0,0.0,0.0
1715521269.48,0.0,0.0,0.0,3.8
1715521269.731,0.0,0.0,0.0,0.0
1715521269.982,3.8,3.8,0.0,0.0
1715521270.232,4.0,3.8,4.0,0.0
1715521270.483,0.0,0.0,3.8,0.0
1715521270.733,0.0,0.0,0.0,0.0
1715521270.984,24.1,11.5,11.1,4.0
1715521271.234,22.2,27.6,14.8,8.0
1715521271.485,18.5,21.4,11.1,7.7
1715521271.735,18.5,22.2,4.0,4.2
1715521271.986,18.5,19.2,20.7,0.0
1715521272.237,22.2,24.1,11.1,11.1
1715521272.487,15.4,12.0,11.1,0.0
1715521272.738,15.4,22.2,11.1,0.0
1715521272.988,12.5,15.4,4.0,4.2
1715521273.239,15.4,19.2,8.0,4.0
1715521273.49,18.5,12.0,14.3,0.0
1715521273.74,16.0,30.0,7.7,8.0
1715521273.991,29.0,30.0,14.3,7.7
1715521274.241,15.4,24.1,14.3,4.2
1715521274.492,22.2,25.0,14.8,4.0
1715521274.742,12.0,15.4,11.1,0.0
1715521274.993,24.1,22.2,7.7,7.7
1715521275.244,21.4,18.5,20.0,4.0
1715521275.494,27.6,22.2,14.8,4.2
1715521275.745,19.2,12.5,4.2,4.2
1715521275.995,11.5,14.8,8.0,11.1
1715521276.246,0.0,0.0,0.0,0.0
1715521276.496,0.0,0.0,0.0,0.0
1715521276.747,0.0,0.0,3.8,0.0
1715521276.997,3.8,0.0,3.8,3.8
1715521277.248,0.0,0.0,0.0,0.0
1715521277.499,0.0,0.0,0.0,0.0
1715521277.749,8.0,11.5,7.4,4.0
1715521278.0,19.2,22.2,8.0,4.2
1715521278.25,13.0,20.0,8.0,0.0
1715521278.501,22.2,19.2,11.1,0.0
1715521278.752,20.0,23.1,17.2,4.2
1715521279.002,32.3,27.6,11.5,14.3
1715521279.253,13.0,25.9,7.7,0.0
1715521279.503,19.2,12.5,14.8,0.0
1715521279.754,22.2,23.1,11.5,0.0
1715521280.005,25.0,19.2,4.0,14.8
1715521280.255,25.9,24.0,4.2,4.3
1715521280.506,25.9,19.2,14.8,7.7
1715521280.756,25.0,23.1,11.5,4.2
1715521281.007,25.9,25.0,17.2,0.0
1715521281.258,19.2,20.0,17.9,8.0
1715521281.508,16.0,12.5,4.2,0.0
1715521281.759,13.0,16.7,8.0,4.2
1715521282.01,12.5,25.9,4.0,0.0
1715521282.26,20.0,16.0,11.5,0.0
1715521282.511,27.6,25.9,14.3,4.0
1715521282.761,12.0,8.3,8.0,7.7
1715521283.012,3.8,0.0,0.0,0.0
1715521283.262,0.0,0.0,0.0,0.0
1715521283.513,0.0,0.0,0.0,0.0
1715521283.763,0.0,0.0,0.0,0.0
1715521284.014,0.0,0.0,0.0,0.0
1715521284.265,0.0,0.0,0.0,0.0
1715521284.515,0.0,0.0,0.0,0.0
1715521284.766,20.8,20.8,7.7,4.0
1715521285.017,20.8,16.7,8.0,8.0
1715521285.267,20.8,24.0,8.0,0.0
1715521285.518,13.0,4.8,8.0,4.2
1715521285.768,17.4,17.4,8.0,0.0
1715521286.019,20.8,13.0,11.5,8.0
1715521286.27,9.1,17.4,11.5,4.0
1715521286.52,9.5,16.7,8.0,0.0
1715521286.771,24.0,26.9,11.5,4.2
1715521287.021,13.6,23.1,8.0,4.2
1715521287.272,13.6,20.8,4.2,0.0
1715521287.522,13.0,23.1,11.5,4.2
1715521287.773,17.4,13.6,7.7,4.2
1715521288.024,23.1,20.0,14.8,4.2
1715521288.274,24.0,16.7,14.8,0.0
1715521288.525,13.6,9.5,14.8,0.0
1715521288.776,20.0,20.0,11.1,4.0
1715521289.026,20.8,17.4,8.0,11.5
1715521289.277,0.0,13.0,4.2,0.0
1715521289.527,22.2,20.0,14.8,4.0
1715521289.778,4.0,0.0,0.0,3.8
1715521290.028,3.8,0.0,0.0,0.0
1715521290.279,0.0,3.8,4.0,0.0
1715521290.53,0.0,0.0,0.0,0.0
1715521290.78,0.0,0.0,0.0,0.0
1715521291.031,0.0,4.0,0.0,0.0
1715521291.281,0.0,3.8,0.0,0.0
1715521291.532,10.0,13.6,8.0,8.0
1715521291.783,24.0,25.0,8.3,4.0
1715521292.033,30.8,26.9,8.0,8.0
1715521292.284,18.2,25.0,4.3,8.0
1715521292.534,14.3,21.7,17.9,4.2
1715521292.785,14.3,21.7,11.5,4.0
1715521293.035,20.8,26.9,0.0,8.0
1715521293.286,18.2,18.2,8.3,0.0
1715521293.536,18.2,18.2,14.8,7.7
1715521293.787,17.4,26.9,4.2,0.0
1715521294.038,14.3,28.0,14.8,4.0
1715521294.288,18.2,20.8,4.3,0.0
1715521294.539,9.5,21.7,14.8,0.0
1715521294.789,14.3,17.4,8.0,11.5
1715521295.04,18.2,30.8,18.5,7.7
1715521295.291,17.4,26.9,14.8,0.0
1715521295.541,28.0,25.0,17.9,4.2
1715521295.792,25.0,25.0,0.0,14.8
1715521296.042,30.8,25.0,14.8,8.0
1715521296.293,21.7,28.0,14.8,4.2
1715521296.543,3.8,0.0,0.0,0.0
1715521296.794,0.0,0.0,0.0,0.0
1715521297.044,4.0,0.0,0.0,0.0
1715521297.295,3.7,0.0,3.8,4.0
1715521297.546,0.0,3.8,0.0,0.0
1715521297.796,0.0,0.0,0.0,0.0
1715521298.047,0.0,0.0,0.0,0.0
1715521298.297,13.6,13.6,14.8,4.2
1715521298.548,10.0,19.0,8.0,0.0
1715521298.798,26.1,19.0,15.4,0.0
1715521299.049,25.0,25.0,15.4,8.3
1715521299.3,22.7,19.0,4.2,4.2
1715521299.55,14.3,18.2,12.0,0.0
1715521299.801,26.1,26.1,18.5,8.0
1715521300.052,18.2,14.3,14.8,0.0
1715521300.302,23.8,26.1,8.3,12.0
1715521300.553,21.7,22.7,15.4,4.2
1715521300.803,19.0,19.0,14.8,8.3
1715521301.054,25.0,18.2,8.3,8.0
1715521301.304,15.0,22.7,18.5,0.0
1715521301.555,14.3,18.2,4.2,4.3
1715521301.806,22.7,10.5,15.4,0.0
1715521302.056,26.1,28.0,15.4,8.0
1715521302.307,33.3,15.0,12.0,11.5
1715521302.558,22.7,25.0,14.8,4.3
1715521302.808,15.0,22.7,4.3,8.0
1715521303.059,22.7,19.0,4.3,0.0
1715521303.309,4.0,4.0,3.8,0.0
1715521303.56,0.0,0.0,0.0,0.0
1715521303.81,0.0,0.0,4.0,0.0
1715521304.061,0.0,0.0,0.0,0.0
1715521304.311,0.0,3.8,0.0,0.0
1715521304.562,0.0,0.0,0.0,0.0
1715521304.813,0.0,0.0,0.0,7.4
1715521305.063,20.8,17.4,14.8,0.0
1715521305.314,15.0,20.0,14.8,4.3
1715521305.564,30.4,30.4,0.0,8.7
1715521305.815,30.4,30.4,8.3,8.3
1715521306.066,29.2,22.7,8.3,12.0
1715521306.316,23.8,23.8,4.2,8.3
1715521306.567,19.0,29.2,14.8,8.3
1715521306.818,20.0,15.8,4.3,8.3
1715521307.068,26.1,33.3,8.0,12.0
1715521307.319,23.8,10.5,8.3,0.0
1715521307.569,15.0,26.1,11.5,0.0
1715521307.82,27.3,11.1,18.5,4.5
