Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1714847584684
Timestamp end: 1714848485267

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      495.7   559.7   148.8   202.7   217.0   374.1   517.3   623.0   723.3   825.0   926.2  1051.9  1338.5  5738.8 28730.8  30410.4    30297
read      531.0   824.8   148.8   202.7   216.6   367.8   516.8   633.9   751.3   858.7   960.7  1100.1  1760.4 10491.2 32307.5  31418.4    31569
read      501.9   459.7   160.7   206.9   221.9   353.3   491.7   599.9   748.1   901.5  1031.6  1184.8  1505.9  4228.5 12736.0  39006.4    38927
read      460.9   839.4   160.7   215.6   232.8   382.4   459.9   501.6   529.0   558.9   594.7   657.1  1980.1  9562.8 32088.0  10708.0    10652
read      477.8   402.8   148.8   222.2   244.2   397.3   476.8   530.1   571.8   624.9   702.6   918.1  1843.2  3434.9 11301.9  97870.8    98119
read      494.6   459.9   148.8   207.1   222.5   348.1   459.8   550.0   642.3   832.3  1030.1  1272.4  1692.0  4388.1 14405.8  48084.2    48176
read      493.4   446.4   148.8   204.2   218.2   359.5   507.2   624.7   743.4   853.3   964.5  1106.9  1392.9  4877.1 15805.0  34772.0    34929
read      465.2   450.0   148.8   205.8   221.8   354.5   442.7   501.7   549.5   622.3   764.2  1137.0  2055.7  4165.9 11558.1  69621.0    69735
read      492.3   658.2   148.8   202.8   217.5   409.3   521.3   596.2   654.7   715.3   781.0   879.0  1320.0  6862.3 30686.3  20680.4    20753
read      468.9   414.2   148.8   208.7   226.1   372.6   452.5   501.7   541.3   593.8   689.3  1339.6  1900.6  3711.9  9785.1  84480.8    84642
read      499.0   580.6   148.8   202.9   217.5   343.7   467.9   570.8   686.6   858.9  1027.1  1222.0  1593.3  7786.1 16225.7  42147.8    42333
read      453.6   414.7   148.8   204.2   219.6   340.6   423.9   484.9   536.1   613.8   787.4  1228.7  1813.7  3597.9 10302.6  61637.2    61587
read      482.4   437.8   148.8   209.7   226.7   373.9   454.9   507.0   548.7   607.5   720.8  1511.1  1886.5  3611.7 10744.1  78024.6    77998
read      456.7   407.6   148.8   218.6   238.7   388.7   463.5   509.4   546.1   594.0   672.8   853.1  1736.2  3975.0 12870.7  97654.2    97625
read      497.8   696.1   148.8   204.1   218.8   397.9   512.2   586.2   654.0   729.7   813.0   935.0  1558.7  8019.0 31821.5  23833.8    23781
read      484.7   492.2   148.8   210.3   227.0   356.5   447.1   511.9   567.8   651.3   860.0  1328.8  2016.1  4576.7 13674.4  66658.4    66723
read      499.7   508.7   148.8   206.4   221.9   384.1   523.1   618.3   711.2   812.2   918.7  1059.4  1378.1  6277.4 16521.8  30840.4    31016
read      502.3   466.3   148.8   210.4   225.9   354.4   471.1   569.2   677.8   862.3  1045.9  1278.1  1667.3  4166.4 13724.1  47306.6    47394
read      451.5   412.8   148.8   213.3   231.4   376.0   449.7   496.7   535.1   585.1   663.9   846.9  1803.8  4059.2 12590.5  95120.0    95335
read      500.7  1530.8   160.7   219.3   245.6   344.9   384.2   407.0   424.4   444.5   471.5   540.6  4268.2 30519.7 37281.7   5261.0     5252
read      472.5   501.5   148.8   209.1   224.9   348.8   436.6   502.0   556.7   639.0   843.7  1218.8  1894.5  5343.0 17959.3  65795.0    65908
