Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1714846533945
Timestamp end: 1714847434515

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      369.8   361.2   160.7   219.4   236.7   341.7   373.3   393.3   406.9   427.8   457.6   510.8  1021.5  5248.7 13589.6   7391.6     7434
read      579.6   976.4   148.8   218.7   237.6   388.3   474.9   539.4   595.8   691.7   934.7  1617.6  3439.2 12176.8 35343.2  66911.2    67201
read      495.8   568.8   148.8   217.8   236.1   388.3   470.8   525.0   568.1   627.0   724.9  1289.2  2055.1  6359.2 26341.2  85976.6    85927
read      563.3   663.1   148.8   216.1   234.5   386.6   499.8   584.2   667.1   827.6  1102.2  1586.7  2421.1  7902.6 25344.2  63985.0    63953
read      502.9   809.1   148.8   204.3   219.4   362.3   481.2   547.6   599.2   682.7   879.3  1094.5  2023.3 10897.7 32351.5  31441.2    31595
read      505.7   773.8   148.8   217.9   236.4   387.8   471.0   526.1   569.8   627.4   722.9   994.8  2328.9  9822.3 31436.7  87725.0    87879
read      732.2  2479.5   173.5   217.5   235.9   378.7   438.3   470.3   493.9   522.0   564.9   880.6 11715.8 32355.3 42220.0   7238.0     7287
read      568.0   860.6   148.8   212.4   230.1   387.6   490.5   562.8   627.0   733.7  1091.5  1659.6  2549.2 10147.1 31769.4  62464.2    62295
read      897.0  3046.7   173.5   220.7   242.5   379.6   434.6   465.5   489.0   517.2   567.9  1822.4 14197.6 36470.0 41764.3   6548.2     6561
read      715.1  2007.4   160.7   209.4   226.7   435.2   557.7   643.0   714.6   791.4   891.1  1070.1 11227.1 31140.0 50969.9  22350.8    22532
read      538.3   688.2   148.8   211.9   229.6   377.4   476.6   547.9   611.5   712.8  1012.2  1525.2  2412.0  7723.7 29954.9  60574.4    60653
