Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1714844932743
Timestamp end: 1714845833300

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      363.5   435.6   160.7   213.2   231.0   338.8   372.0   393.0   407.5   426.7   451.0   488.9   599.6  5414.9 17102.4   7442.6     7434
read      809.4  1031.1   148.8   224.8   254.3   470.1   687.6   997.8  1433.9  1651.1  1839.2  2034.9  3080.6 12284.7 31645.2  67026.4    67201
read      532.9   456.8   148.8   219.4   242.5   407.9   498.3   561.1   615.1   689.6   831.8  1628.4  2043.6  3436.9  9639.8  86073.6    85927
read      382.1   322.9   148.8   200.8   214.1   338.8   408.4   450.7   482.6   521.6   573.0   655.3   917.8  4111.2  9998.2  64066.2    63953
read      559.6  1059.8   148.8   199.2   213.7   360.5   497.3   597.5   716.3   853.6   985.5  1160.7  3416.5 11375.5 35832.3  31456.2    31595
read      599.6   770.2   160.7   224.6   250.1   425.4   520.5   586.1   642.7   735.1  1370.1  1694.0  2710.9  9209.5 30456.0  88075.0    87879
read      457.9  1190.3   160.7   208.4   226.2   337.5   375.5   399.9   420.5   446.3   483.3   557.2  3115.7 14214.7 34277.4   7304.8     7287
read      535.3   644.4   148.8   207.9   225.0   356.8   453.6   533.1   611.8   798.9  1148.9  1569.5  2259.5  7606.6 30026.2  62079.6    62295
read      399.5   708.2   160.7   213.4   233.3   332.0   364.0   383.4   398.8   420.0   449.2   504.2  2006.8  9593.3 29791.9   6579.4     6561
read      476.7   495.1   148.8   198.3   213.1   395.2   518.3   607.8   678.9   746.1   821.3   926.0  1156.0  5033.5 15052.1  22556.4    22532
read      516.6   583.6   148.8   202.7   218.8   335.4   429.6   520.4   625.9   894.4  1174.9  1512.5  1995.4  4251.7 17501.5  60703.0    60653
