timestamp,event,job
0.0,start,scheduler
0.03015899658203125,start,memcached
4.31978702545166,start,vips
62.99752998352051,end,vips
63.263235092163086,start,blackscholes
117.40592312812805,update_cores,memcached
119.33599901199341,start,dedup
123.84163498878479,update_cores,memcached
124.43339014053345,end,blackscholes
124.47152709960938,pause,dedup
126.90286898612976,start,canneal
239.84159994125366,update_cores,memcached
239.8936779499054,unpause,dedup
270.104120016098,end,dedup
271.478502035141,start,radix
275.9856901168823,update_cores,memcached
276.06756496429443,pause,radix
303.1999099254608,end,canneal
303.5252001285553,start,ferret
393.90159010887146,update_cores,memcached
393.9831290245056,unpause,radix
403.0066990852356,update_cores,memcached
403.10774302482605,pause,radix
520.6247451305389,end,ferret
520.9574859142303,start,freqmine
561.6176400184631,update_cores,memcached
561.7022290229797,unpause,radix
566.2096920013428,update_cores,memcached
566.2858159542084,pause,radix
697.3350131511688,update_cores,memcached
697.4175040721893,unpause,radix
715.4787609577179,update_cores,memcached
715.5701920986176,pause,radix
783.3709650039673,end,freqmine
783.3966159820557,unpause,radix
783.4282319545746,update_cores,radix
787.936516046524,end,radix
788.43709897995,end,scheduler
