Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1714851210533
Timestamp end: 1714852111115

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      404.8   632.7   160.7   215.9   234.6   365.0   408.6   432.0   449.3   468.1   497.6   547.4  1272.9  6945.7 31406.2   7425.0     7434
read      649.6   644.5   160.7   223.0   243.9   409.3   540.5   680.1   885.3  1363.6  1628.1  1845.3  2597.1  4010.2 19918.2  67130.2    67201
read      370.9   301.2   148.8   207.7   222.9   334.8   395.3   431.7   460.6   496.3   542.8   617.4   790.9  3002.5  9226.4  85877.0    85927
read      401.4   402.4   148.8   208.4   223.0   343.8   417.2   462.8   497.5   539.5   593.6   682.0  1359.4  4631.6 12373.0  63943.8    63953
read      398.6   464.6   148.8   203.5   216.5   332.6   424.4   478.0   513.1   548.9   589.4   652.2  1159.7  4744.8 16533.9  31594.8    31595
read      392.0   441.2   148.8   209.6   224.5   338.2   401.0   439.5   469.4   506.7   556.0   635.1  1271.6  6962.6 15102.9  87686.0    87879
read      380.8   584.7   160.7   220.0   236.5   342.2   372.9   390.6   402.0   418.5   436.7   471.5  1303.1  7526.4 28698.1   7270.4     7287
read      368.1   230.4   148.8   205.8   219.8   334.4   398.7   437.0   468.6   507.9   558.2   629.5   768.4  1933.8  8004.5  62233.2    62295
read      466.2  1238.9   160.7   213.7   232.6   346.4   390.0   415.7   435.0   459.0   491.2   558.9  3488.8 20980.3 42124.3   6481.8     6561
read      596.8  1314.0   160.7   206.3   220.9   404.3   531.0   622.4   695.1   767.9   854.1  1015.8  5118.4 22969.5 36596.2  22305.8    22532
read      505.3   501.1   148.8   211.2   227.8   345.8   441.5   527.3   605.8   795.9  1081.0  1419.1  1941.3  4658.0 15692.0  60864.6    60653
