type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,412.7,312.0,173.5,249.9,281.0,398.1,433.2,453.1,466.0,483.5,504.9,541.5,636.3,4349.8,11312.2,4921.0,5000
read,473.2,325.4,173.5,235.3,257.2,464.6,529.2,561.5,583.3,610.2,642.9,698.9,870.0,4462.3,11973.1,9941.6,10000
read,490.9,310.4,173.5,236.6,258.1,469.6,553.0,599.1,633.1,673.5,725.8,804.8,959.4,3881.4,10331.8,15039.4,15000
read,526.2,334.0,173.5,237.3,262.0,492.4,583.8,641.7,688.1,746.8,824.0,920.2,1139.1,3778.7,11079.6,19956.6,20000
read,545.1,316.6,160.7,235.5,260.7,505.0,605.7,669.3,722.7,795.4,880.3,992.1,1249.2,1918.3,10866.2,25028.4,25000
read,564.0,371.3,173.5,234.7,258.1,513.9,624.5,694.5,754.5,830.5,916.7,1042.9,1403.5,3183.7,13980.3,29888.2,30000
read,583.2,375.4,173.5,237.6,265.7,559.5,671.6,736.8,785.7,840.7,908.9,1008.5,1217.9,3036.1,12227.9,34875.9,35000
read,586.3,339.7,160.7,239.6,269.6,559.3,681.2,750.8,799.7,852.7,916.7,1015.5,1225.3,2066.2,11751.4,40094.5,40000
read,612.6,400.8,173.5,247.7,281.8,565.7,704.7,785.7,840.4,899.1,969.9,1082.9,1373.8,2164.9,17730.6,44870.6,45000
read,639.0,359.1,173.5,262.7,306.1,581.0,725.2,809.6,867.1,931.5,1015.2,1167.7,1491.3,2195.0,11256.7,49929.4,50000
read,1376.2,959.7,187.4,978.5,1031.5,1176.8,1246.2,1281.8,1367.5,2059.2,2225.1,2342.0,2545.0,16547.3,31431.2,48889.0,55000
