type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,465.8,530.6,187.4,258.6,292.1,427.6,478.1,508.4,532.0,557.7,589.4,639.4,911.6,7802.7,28739.0,4934.8,5000
read,593.4,1028.9,173.5,249.6,280.5,506.3,613.1,668.0,706.4,748.2,802.1,894.8,2368.0,9971.7,45581.2,9978.0,10000
read,621.7,452.1,173.5,247.8,284.7,580.2,698.3,766.4,814.3,869.7,938.2,1054.0,1372.9,5118.9,15853.8,14837.4,15000
read,627.0,520.6,173.5,240.3,268.5,539.0,689.1,788.1,866.4,959.3,1070.0,1212.7,1578.8,6078.5,19008.8,19876.6,20000
read,765.8,983.7,173.5,251.8,291.5,688.5,836.7,911.0,967.2,1042.0,1142.5,1304.8,2393.0,13497.7,37068.0,24943.5,25000
read,755.2,756.0,173.5,254.6,295.9,689.5,856.5,939.6,1004.3,1077.8,1172.6,1339.5,2038.6,9811.0,30103.4,30093.8,30000
read,743.0,709.8,173.5,253.1,292.9,652.0,835.7,935.9,1008.4,1092.5,1202.0,1398.8,2033.2,9864.2,29552.0,35028.6,35000
read,1842.4,1524.1,173.5,1325.5,1394.7,1569.1,1644.7,1704.6,1741.9,1932.5,2853.0,3113.2,4519.1,27959.9,36261.9,37491.2,40000
read,1816.2,1456.4,202.4,1309.7,1369.9,1544.0,1609.7,1679.8,1731.1,1995.3,2839.4,3066.5,3856.7,27896.7,35002.3,38094.2,45000
read,1855.6,1514.9,202.4,1360.6,1406.2,1576.0,1653.5,1708.9,1743.6,1987.0,2908.3,3140.4,3871.9,28717.3,37104.3,37395.8,50000
read,1690.3,1214.6,218.6,1246.9,1295.3,1449.3,1517.0,1578.3,1616.6,2021.1,2686.8,2890.9,3217.3,23793.6,34134.7,40576.4,55000
