timestamp,event,job
0.0,start,scheduler
0.0325469970703125,start,memcached
4.287950038909912,start,vips
58.447479009628296,end,vips
58.813589096069336,start,blackscholes
108.44212198257446,update_cores,memcached
108.88764214515686,start,dedup
124.03407597541809,end,blackscholes
125.01822710037231,start,canneal
138.5584011077881,update_cores,memcached
138.64518213272095,pause,dedup
278.73963809013367,update_cores,memcached
278.7946631908417,unpause,dedup
283.3022561073303,update_cores,memcached
283.3309440612793,end,dedup
314.9363260269165,end,canneal
315.26182103157043,start,ferret
405.5101821422577,update_cores,memcached
406.9318141937256,start,radix
411.4383909702301,update_cores,memcached
411.58837509155273,pause,radix
515.5079050064087,end,ferret
515.9179511070251,start,freqmine
520.4222061634064,update_cores,memcached
520.495509147644,unpause,radix
529.5222210884094,update_cores,memcached
529.5879461765289,pause,radix
656.1182470321655,update_cores,memcached
656.2105159759521,unpause,radix
660.7181851863861,update_cores,memcached
660.7818651199341,pause,radix
760.1622099876404,update_cores,memcached
760.2481300830841,unpause,radix
764.754408121109,update_cores,memcached
764.7828261852264,end,freqmine
764.8154320716858,update_cores,radix
782.8678820133209,end,radix
783.368509054184,end,scheduler
