timestamp,event,job
0.0,start,scheduler
0.033245086669921875,start,memcached
4.422528028488159,start,vips
55.16929602622986,end,vips
55.47716307640076,start,blackscholes
110.55566191673279,end,blackscholes
110.84018898010254,start,canneal
119.85859394073486,update_cores,memcached
120.49478101730347,start,dedup
138.55873894691467,update_cores,memcached
139.35760402679443,pause,dedup
293.0440831184387,end,canneal
293.3426020145416,start,ferret
297.8467390537262,update_cores,memcached
297.9351179599762,unpause,dedup
302.4467990398407,update_cores,memcached
302.5299549102783,pause,dedup
424.546639919281,update_cores,memcached
424.6152410507202,unpause,dedup
438.15878796577454,update_cores,memcached
438.187824010849,end,dedup
487.83194613456726,end,ferret
488.19378304481506,start,freqmine
564.9066369533539,update_cores,memcached
566.2593250274658,start,radix
570.7677381038666,update_cores,memcached
570.9032690525055,pause,radix
701.9586720466614,update_cores,memcached
702.0557670593262,unpause,radix
711.0791029930115,update_cores,memcached
711.1580390930176,pause,radix
729.2326519489288,end,freqmine
729.2598929405212,unpause,radix
729.2912549972534,update_cores,radix
756.363135099411,end,radix
756.8638250827789,end,scheduler
