blackscholes;127.008;73.91;48.683;38.071
canneal;344.74;191.324;162.236;149.547
dedup;20.977;12.377;10.911;9.9
ferret;325.166;166.313;97.46600000000001;82.493
freqmine;503.625;254.923;128.615;104.457
radix;58.782;30.912;15.404;10.613
vips;104.726;53.833;28.13;23.953
