avg,std,min,QPS,target,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,timestamp
340.6,225.9,148.8,93435.5,93419.0,206.0,219.3,310.7,361.8,391.9,415.3,445.7,490.7,566.4,691.9,1975.2,8104.9,324
347.5,288.7,148.8,98328.2,98284.0,209.1,223.0,316.4,367.1,396.8,420.5,450.5,493.5,565.3,704.6,2743.5,12160.7,336
351.7,267.2,148.8,71257.2,71313.0,205.8,218.9,312.9,366.6,400.8,431.4,474.1,541.4,618.4,729.6,2178.7,9275.6,348
365.7,266.3,148.8,42138.2,42089.0,202.8,215.3,310.0,381.5,444.5,493.6,546.7,594.5,646.0,746.2,1938.5,9584.3,360
362.2,262.3,148.8,46415.3,46458.0,203.2,215.7,311.9,376.0,430.6,477.8,535.1,588.7,644.2,745.2,1809.1,10294.2,372
417.6,494.7,137.8,30766.1,30755.0,205.7,219.7,343.0,454.9,516.6,556.7,598.5,665.7,821.8,1099.1,3983.2,13416.4,384
501.8,515.0,148.8,42942.4,42889.0,211.5,226.9,373.9,518.6,612.6,704.7,814.9,936.6,1115.4,1490.7,5801.8,16919.3,396
410.1,457.5,148.8,93563.2,93552.0,209.7,224.3,335.2,393.7,430.0,460.2,500.5,561.2,690.0,1772.0,4394.6,15381.8,408
359.3,340.0,148.8,65717.5,65694.0,205.2,218.6,314.4,369.6,407.5,443.0,495.0,564.5,636.9,743.7,2393.2,11981.3,420
374.2,260.9,148.8,29514.9,29574.0,203.1,215.7,317.4,423.6,483.0,520.2,555.9,590.3,633.2,724.4,2081.3,10840.6,432
362.0,195.5,148.8,51351.8,51355.0,203.5,216.4,312.5,373.5,427.5,477.7,541.8,600.0,658.9,746.6,1657.2,6846.7,444
355.6,215.1,148.8,67350.9,67361.0,205.2,218.5,314.5,370.6,409.2,444.3,496.2,566.2,639.4,745.6,1684.5,8445.7,456
388.1,328.0,148.8,16246.2,16287.0,211.4,225.6,369.2,443.8,475.0,496.5,519.3,544.0,581.8,679.0,4281.5,12821.0,468
355.3,339.2,148.8,81425.2,81508.0,206.8,220.3,316.2,371.8,405.6,433.6,470.1,525.7,602.7,738.0,2657.7,16458.8,480
350.7,271.8,148.8,87487.5,87619.0,206.3,219.6,315.3,370.8,403.2,429.8,463.3,512.1,588.4,732.0,2512.2,10987.5,492
335.7,239.0,148.8,99132.4,99068.0,204.5,217.3,307.5,356.4,385.1,406.0,434.2,473.9,544.7,677.3,2062.1,8637.9,504
355.5,224.1,148.8,51306.8,51267.0,201.2,213.6,309.7,369.0,415.7,458.6,514.7,572.8,632.7,739.6,1853.2,8743.9,516
364.1,327.8,160.7,11794.8,11822.0,211.8,225.6,349.2,398.5,421.0,435.0,452.3,470.1,504.0,624.7,4193.1,15644.4,528
336.8,222.4,148.8,97572.8,97494.0,204.5,217.1,307.9,358.0,387.2,409.1,437.8,480.7,551.3,683.8,1963.8,8507.2,540
341.9,214.8,148.8,97379.7,97350.0,205.7,219.0,312.6,364.5,394.5,418.0,447.9,491.2,562.0,692.6,1869.7,7610.1,552
353.4,203.8,148.8,55487.5,55460.0,201.9,214.2,313.1,369.8,411.5,449.8,502.7,563.6,628.1,731.6,1699.8,8064.9,564
342.8,238.3,148.8,85952.8,85984.0,203.7,216.1,309.5,362.7,394.6,420.1,453.6,502.6,580.7,716.0,2125.5,8138.1,576
343.1,260.0,148.8,82061.6,82043.0,203.8,216.1,308.2,360.6,392.5,418.5,453.5,506.3,586.0,714.8,2202.6,8983.7,588
411.9,420.4,148.8,52908.8,52873.0,202.6,215.9,321.0,394.4,456.0,510.5,572.6,649.1,919.9,1514.9,4407.2,13413.0,600
378.4,414.9,160.7,13932.4,13911.0,209.1,223.7,359.2,416.3,441.9,458.8,477.5,502.7,541.7,661.3,5645.4,17769.4,612
356.8,275.3,148.8,49951.4,49984.0,198.9,212.2,312.4,373.2,420.8,461.5,513.0,566.1,625.5,738.6,1913.1,10226.2,624
374.0,311.7,160.7,9276.4,9274.0,218.3,234.8,359.7,400.0,420.3,433.4,450.5,469.2,506.5,644.5,4481.9,11942.4,636
378.2,365.1,148.8,27111.3,27187.0,202.7,215.1,322.9,431.2,483.7,517.5,549.5,582.7,625.5,716.6,3237.4,15654.1,648
384.4,344.3,148.8,18700.3,18735.0,206.7,220.8,357.3,444.1,479.5,503.2,527.6,553.2,590.1,683.9,3831.5,13453.0,660
342.2,207.8,148.8,86598.1,86505.0,205.0,218.1,309.8,362.3,394.3,420.1,453.9,504.4,584.5,703.4,1950.2,7918.3,672
342.2,253.9,148.8,93018.8,93039.0,205.7,219.0,310.2,361.7,392.5,416.7,448.2,494.4,571.2,702.0,1981.5,10555.6,684
350.2,241.6,148.8,75939.6,75999.0,204.7,217.8,311.9,366.2,400.3,430.4,471.2,534.3,613.8,738.5,2188.3,9661.7,696
370.7,302.3,148.8,32324.8,32324.0,201.8,214.2,311.6,407.4,470.0,511.4,549.8,586.4,630.9,723.2,3475.3,12023.4,708
345.7,261.1,148.8,84302.8,84255.0,204.9,217.9,310.1,363.1,395.3,421.6,456.6,508.5,589.9,727.7,1887.4,12424.4,720
346.8,241.0,148.8,81771.7,81759.0,205.3,218.4,310.5,364.1,397.4,425.0,461.7,517.9,599.3,729.8,2044.6,9180.3,732
366.5,299.3,148.8,37190.9,37291.0,199.9,212.3,307.6,391.4,458.9,506.0,552.1,593.0,638.4,731.3,2621.6,14050.8,744
414.1,367.0,148.8,53811.2,53818.0,205.1,219.4,327.4,405.9,475.4,534.0,594.5,666.6,862.9,1466.8,3748.7,12435.4,756
373.7,283.5,148.8,30219.6,30297.0,201.3,213.6,315.6,418.6,478.8,517.9,555.0,590.8,635.3,735.4,2966.9,11735.2,768
382.1,284.7,148.8,31474.8,31569.0,203.7,217.1,324.3,425.7,487.1,527.1,564.8,602.2,651.6,786.9,2690.7,10435.9,780
364.0,214.6,148.8,38863.5,38927.0,203.2,216.3,314.4,394.5,457.7,501.5,544.6,584.6,630.6,705.8,1118.7,8956.5,792
388.2,359.5,160.7,10675.0,10652.0,225.7,241.6,377.9,422.8,443.2,456.9,470.5,492.8,524.1,612.4,4929.6,14161.1,804
337.0,165.4,148.8,98059.5,98119.0,208.1,221.8,311.5,361.5,391.4,414.4,443.8,485.8,551.9,668.0,952.1,7190.5,816
360.3,218.0,148.8,48198.9,48176.0,203.7,216.9,314.0,379.2,434.4,482.2,536.0,584.9,635.3,719.0,1187.8,9346.1,828
374.2,230.9,148.8,34974.0,34929.0,203.9,217.7,318.7,414.4,482.7,525.9,564.9,602.1,644.0,728.0,1206.8,8793.4,840
348.6,173.0,148.8,69648.3,69735.0,205.1,218.6,312.8,368.9,406.0,439.2,485.9,548.8,617.1,705.2,1187.4,6392.0,852
390.3,304.8,160.7,20673.7,20753.0,210.8,225.8,359.4,456.0,496.2,520.8,544.6,571.4,604.8,680.6,2714.3,13014.8,864
342.7,165.5,148.8,84578.4,84642.0,206.9,220.4,311.7,365.3,398.4,425.9,461.5,513.4,589.4,691.7,1142.7,5082.1,876
368.5,211.0,148.8,42399.9,42333.0,206.2,220.9,318.3,392.4,457.1,508.9,556.3,598.3,641.4,719.4,1049.1,8469.1,888
