timestamp,event,job
0.0,start,scheduler
0.033003807067871094,start,memcached
4.316345930099487,start,vips
59.76231098175049,end,vips
60.06566095352173,start,blackscholes
114.46491384506226,end,blackscholes
114.73862385749817,start,canneal
132.78321886062622,update_cores,memcached
133.2443208694458,start,dedup
137.75134897232056,update_cores,memcached
137.82652688026428,pause,dedup
255.2872829437256,update_cores,memcached
255.35363698005676,unpause,dedup
259.8592908382416,update_cores,memcached
259.93772983551025,pause,dedup
278.0005638599396,end,canneal
278.28434681892395,start,ferret
391.23157382011414,update_cores,memcached
391.2995660305023,unpause,dedup
409.3554358482361,update_cores,memcached
409.45346903800964,pause,dedup
477.2289788722992,end,ferret
477.49018001556396,start,freqmine
617.5483798980713,update_cores,memcached
617.5981879234314,unpause,dedup
626.6235649585724,end,dedup
627.8998928070068,start,radix
632.4073548316956,update_cores,memcached
632.4946238994598,pause,radix
749.9612698554993,end,freqmine
749.9841918945312,unpause,radix
750.0088288784027,update_cores,radix
786.1032140254974,update_cores,memcached
786.1234419345856,end,radix
786.6240379810333,end,scheduler
